20.04.2013,PULL,1081642,CS-516045,South Rift,KINGS MEDICAL CENTRE(DELIVERANCE )NAKURU,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081640,CS-516046,South Rift,RONGAI HEALTH CENTRE,3,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,2.0,"4,498.6","8,997.20"
20.04.2013,PULL,1081620,CS-516047,South Rift,PIAVE  DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081616,CS-516048,South Rift,NDARUGU PCEA DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081464,CS-516051,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081458,CS-516052,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081432,CS-516054,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081382,CS-516056,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,2.0,"4,498.6","8,997.20"
20.04.2013,PULL,1081372,CS-516058,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081370,CS-516059,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081340,CS-516060,South Rift,ST CLARES DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081326,CS-516061,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081316,CS-516062,South Rift,MOLO DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081308,CS-516063,South Rift,MOLO DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081306,CS-516064,South Rift,NAIVASHA  DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081294,CS-516065,South Rift,MOLO DISTRICT MOH,0,DMOH,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081180,CS-516066,South Rift,BARUT DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081178,CS-516067,South Rift,NAKURU WEST PCEA HEALTH CENTRE,3,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,2.0,"4,498.6","8,997.20"
20.04.2013,PULL,1081000,CS-516068,South Rift,G.K PRISON (NAIVASHA ANNEX) DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,2.0,"4,498.6","8,997.20"
20.04.2013,PULL,1081014,CS-516069,South Rift,ROCCO DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081016,CS-516070,South Rift,LONGONOT DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1080950,CS-516071,South Rift,KARAGITA  DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1080952,CS-516072,South Rift,KARUNGA DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1080996,CS-516074,South Rift,NAIVASHA SUB-DISTRICT HOSPITAL,4,Hospital,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,5.0,"4,498.6","22,493.00"
20.04.2013,PULL,1081032,CS-516076,South Rift,MAUCHE DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081046,CS-516077,South Rift,HEKIMA HEALTH CENTER,3,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
20.04.2013,PULL,1081048,CS-516078,South Rift,IGWAMITI  DISPENSARY,2,Rural Health Facility,TEST KIT HIV UNIGOLD  1/2,KIT X 20 TESTS,1.0,"4,498.6","4,498.60"
